variable,model_order,distribution,convergence,loglik,AIC,BIC,persistence,mean_model,params_json,pvalues_json,failure_reason,residual_diagnostics_summary
r_coal,"(5,5)",normal,True,-3092.7516647415255,6211.503329483051,6277.6634904984085,0.9689581586819789,AR(1),"{""Const"": 0.11523840180262464, ""r_coal[1]"": 0.05048842866291611, ""omega"": 0.3396143053305941, ""alpha[1]"": 0.047908461467421455, ""alpha[2]"": 0.054507202109203914, ""alpha[3]"": 0.07302278482650892, ""alpha[4]"": 0.003557606335053356, ""alpha[5]"": 0.0, ""beta[1]"": 0.0, ""beta[2]"": 0.0, ""beta[3]"": 5.970138676904541e-13, ""beta[4]"": 0.046076630325603725, ""beta[5]"": 0.7438854736175905}","{""Const"": 0.18184113701230198, ""r_coal[1]"": 0.12598239933649116, ""omega"": 0.4134406244278318, ""alpha[1]"": 0.13949528867480035, ""alpha[2]"": 0.16977084602072978, ""alpha[3]"": 0.0862650389455295, ""alpha[4]"": 0.926817660253723, ""alpha[5]"": 1.0, ""beta[1]"": 1.0, ""beta[2]"": 1.0, ""beta[3]"": 0.9999999999946172, ""beta[4]"": 0.7222886653015583, ""beta[5]"": 1.2095503890168585e-09}",,"LB_p=0.4019; LB2_p=0.5684; ARCHLM_p=0.5987; pass=LB,LB_sq,ARCHLM"
r_gas,"(5,5)",normal,True,-3971.785915835806,7969.571831671612,8035.7319926869695,1.0000000000686602,AR(1),"{""Const"": 0.2217350067686637, ""r_gas[1]"": 0.009693446165893096, ""omega"": 11.282035945016098, ""alpha[1]"": 0.14377740249337517, ""alpha[2]"": 0.1114240308540685, ""alpha[3]"": 0.4861128623681314, ""alpha[4]"": 0.152005882606429, ""alpha[5]"": 0.0, ""beta[1]"": 0.0, ""beta[2]"": 1.041285875332743e-11, ""beta[3]"": 0.10667982173624327, ""beta[4]"": 0.0, ""beta[5]"": 0.0}","{""Const"": 0.9765967344805953, ""r_gas[1]"": 0.9972173917660876, ""omega"": 0.9579033087929764, ""alpha[1]"": 0.9866949947164866, ""alpha[2]"": 0.9502407795340718, ""alpha[3]"": 0.8053628915761972, ""alpha[4]"": 0.9582686454834967, ""alpha[5]"": 1.0, ""beta[1]"": 1.0, ""beta[2]"": 0.9999999999997363, ""beta[3]"": 0.992852513998093, ""beta[4]"": 1.0, ""beta[5]"": 1.0}",,"LB_p=0.3780; LB2_p=0.9992; ARCHLM_p=0.9992; pass=LB,LB_sq,ARCHLM"
r_wti,"(5,5)",normal,True,-2755.1918812803124,5536.383762560625,5602.543923575982,0.9289049810496663,AR(1),"{""Const"": 0.11671431154485297, ""r_wti[1]"": 0.018349929890022702, ""omega"": 0.6161836262279292, ""alpha[1]"": 0.17319588855072518, ""alpha[2]"": 0.05411979999431957, ""alpha[3]"": 0.05179602101696536, ""alpha[4]"": 0.02099464278933384, ""alpha[5]"": 0.12000166532094673, ""beta[1]"": 3.098710280473011e-14, ""beta[2]"": 0.3488467028532404, ""beta[3]"": 2.2173537082548272e-14, ""beta[4]"": 0.0, ""beta[5]"": 0.15995026052408223}","{""Const"": 0.057795083953722494, ""r_wti[1]"": 0.5781074064915217, ""omega"": 0.5831343931187363, ""alpha[1]"": 0.015077960878023593, ""alpha[2]"": 0.7776939645832326, ""alpha[3]"": 0.588519619373305, ""alpha[4]"": 0.9381091287123933, ""alpha[5]"": 0.5684154695937793, ""beta[1]"": 0.9999999999999792, ""beta[2]"": 0.43288515180951925, ""beta[3]"": 0.9999999999999799, ""beta[4]"": 1.0, ""beta[5]"": 0.8543731052698509}",,"LB_p=0.9436; LB2_p=0.1343; ARCHLM_p=0.1791; pass=LB,LB_sq,ARCHLM"
r_gold,"(5,5)",normal,True,-1632.8893693226205,3291.778738645241,3357.9388996605985,0.7655711909448536,AR(1),"{""Const"": 0.030063662726815064, ""r_gold[1]"": 0.0012775916322753397, ""omega"": 0.2250576979594711, ""alpha[1]"": 0.025540874488189872, ""alpha[2]"": 0.10855132140305863, ""alpha[3]"": 4.393043099669334e-14, ""alpha[4]"": 0.024483036757800596, ""alpha[5]"": 0.07736361046443924, ""beta[1]"": 0.3008240216922426, ""beta[2]"": 0.0, ""beta[3]"": 0.0, ""beta[4]"": 0.22880832613907867, ""beta[5]"": 0.0}","{""Const"": 0.2740584428966234, ""r_gold[1]"": 0.9662306829414311, ""omega"": 0.033902120277517156, ""alpha[1]"": 0.4590582406624365, ""alpha[2]"": 0.10488592726268543, ""alpha[3]"": 0.9999999999994434, ""alpha[4]"": 0.5227030751778334, ""alpha[5]"": 0.36445790254091415, ""beta[1]"": 0.1139287301619088, ""beta[2]"": 1.0, ""beta[3]"": 1.0, ""beta[4]"": 0.6645982926954097, ""beta[5]"": 1.0}",,"LB_p=0.0426; LB2_p=0.9745; ARCHLM_p=0.9757; pass=LB_sq,ARCHLM"
r_ai,"(5,5)",t,True,-2275.4396787214637,4578.879357442927,4650.128761613312,0.9246908072833302,AR(1),"{""Const"": 0.10387006727665918, ""r_ai[1]"": 0.0022085296867870104, ""omega"": 0.25249460685188513, ""alpha[1]"": 0.047008970252296, ""alpha[2]"": 0.1420615072672821, ""alpha[3]"": 0.06409944098542622, ""alpha[4]"": 0.03783563750265468, ""alpha[5]"": 0.0587558050405403, ""beta[1]"": 0.0, ""beta[2]"": 0.0, ""beta[3]"": 0.16004677720122082, ""beta[4]"": 0.41488266903391, ""beta[5]"": 0.0, ""nu"": 12.64213964610375}","{""Const"": 0.01798386962568568, ""r_ai[1]"": 0.9402626117968703, ""omega"": 0.19520134499583452, ""alpha[1]"": 0.14271828136179845, ""alpha[2]"": 0.047785378501421984, ""alpha[3]"": 0.5934410135898773, ""alpha[4]"": 0.5130292141161218, ""alpha[5]"": 0.40465185954526706, ""beta[1]"": 1.0, ""beta[2]"": 1.0, ""beta[3]"": 0.7345955930660281, ""beta[4]"": 0.4933701878164699, ""beta[5]"": 1.0, ""nu"": 0.001962599212877522}",,"LB_p=0.0142; LB2_p=0.9710; ARCHLM_p=0.9726; pass=LB_sq,ARCHLM"
r_electricity,"(5,5)",t,True,-1894.7760292687512,3817.5520585375025,3888.801462707888,0.7620059446977199,AR(1),"{""Const"": 0.0816947365008001, ""r_el...ity[1]"": -0.02602496725890562, ""omega"": 0.37797975044697074, ""alpha[1]"": 0.13999004851853328, ""alpha[2]"": 0.14892297632994916, ""alpha[3]"": 0.06906389309815525, ""alpha[4]"": 6.975290280769993e-14, ""alpha[5]"": 0.03582646610532975, ""beta[1]"": 0.0, ""beta[2]"": 0.0, ""beta[3]"": 0.0, ""beta[4]"": 0.0, ""beta[5]"": 0.3682025606456827, ""nu"": 7.615022178128206}","{""Const"": 0.010947426583318869, ""r_el...ity[1]"": 0.4719954560031352, ""omega"": 0.18023975501247003, ""alpha[1]"": 0.03166191396290908, ""alpha[2]"": 0.6393097737453048, ""alpha[3]"": 0.7809944555782872, ""alpha[4]"": 0.9999999999995269, ""alpha[5]"": 0.909932343534876, ""beta[1]"": 1.0, ""beta[2]"": 1.0, ""beta[3]"": 1.0, ""beta[4]"": 1.0, ""beta[5]"": 0.717949185153451, ""nu"": 3.8250716921993e-06}",,"LB_p=0.1721; LB2_p=0.9688; ARCHLM_p=0.9679; pass=LB,LB_sq,ARCHLM"
r_coal,"(5,5)",t,True,-3063.7670666467643,6155.534133293529,6226.7835374639135,0.9848438653965661,AR(1),"{""Const"": 0.10062944960250597, ""r_coal[1]"": 0.03747649504286021, ""omega"": 0.1630311827984511, ""alpha[1]"": 0.043876959224465675, ""alpha[2]"": 0.028977053689052783, ""alpha[3]"": 0.061391512670717914, ""alpha[4]"": 0.0, ""alpha[5]"": 2.908072417557585e-14, ""beta[1]"": 1.0632768139032822e-15, ""beta[2]"": 0.08012966072262706, ""beta[3]"": 0.0, ""beta[4]"": 3.9654259343585884e-15, ""beta[5]"": 0.7704686790896685, ""nu"": 6.0854510295014475}","{""Const"": 0.21201851039838893, ""r_coal[1]"": 0.20916722452004644, ""omega"": 0.4165508472945465, ""alpha[1]"": 0.5156519795747121, ""alpha[2]"": 0.4186027552517585, ""alpha[3]"": 0.408355475968293, ""alpha[4]"": 1.0, ""alpha[5]"": 0.9999999999994845, ""beta[1]"": 0.9999999999999982, ""beta[2]"": 0.8193592648937384, ""beta[3]"": 1.0, ""beta[4]"": 0.999999999999992, ""beta[5]"": 5.486952365429607e-09, ""nu"": 6.849437209081178e-09}",,"LB_p=0.3194; LB2_p=0.1918; ARCHLM_p=0.2484; pass=LB,LB_sq,ARCHLM"
r_gas,"(5,5)",t,True,-3838.2122143842334,7704.424428768467,7775.673832938852,0.873724721483362,AR(1),"{""Const"": 0.12529307048289068, ""r_gas[1]"": 0.0038659517344254257, ""omega"": 15.7751317765801, ""alpha[1]"": 0.2104973124189045, ""alpha[2]"": 0.18238578649381557, ""alpha[3]"": 0.2739970558254889, ""alpha[4]"": 0.1279010886674487, ""alpha[5]"": 7.212640845238051e-13, ""beta[1]"": 0.0, ""beta[2]"": 0.0, ""beta[3]"": 0.07894347807629529, ""beta[4]"": 0.0, ""beta[5]"": 6.877701599889472e-13, ""nu"": 3.6098754010607617}","{""Const"": 0.3546265455787331, ""r_gas[1]"": 0.8959054364986452, ""omega"": 0.05151812035974976, ""alpha[1]"": 0.011022756456325736, ""alpha[2]"": 0.09002253628053371, ""alpha[3]"": 0.03943718754934866, ""alpha[4]"": 0.462905858349939, ""alpha[5]"": 0.9999999999944154, ""beta[1]"": 1.0, ""beta[2]"": 1.0, ""beta[3]"": 0.3719575252652775, ""beta[4]"": 1.0, ""beta[5]"": 0.9999999999868368, ""nu"": 5.731417548326018e-14}",,"LB_p=0.5193; LB2_p=0.9994; ARCHLM_p=0.9995; pass=LB,LB_sq,ARCHLM"
r_wti,"(5,5)",t,True,-2736.6402683739325,5501.280536747865,5572.52994091825,0.8952351086371988,AR(1),"{""Const"": 0.17273525919219412, ""r_wti[1]"": 0.014120259891776534, ""omega"": 0.7267938347378913, ""alpha[1]"": 0.12270443583217365, ""alpha[2]"": 0.05595366872247437, ""alpha[3]"": 0.10924139927568705, ""alpha[4]"": 0.00138776406986884, ""alpha[5]"": 0.07670371336042271, ""beta[1]"": 0.18821233818419486, ""beta[2]"": 0.0, ""beta[3]"": 0.0583711014437786, ""beta[4]"": 0.2826606877485988, ""beta[5]"": 0.0, ""nu"": 7.982119145605652}","{""Const"": 0.005097360157512367, ""r_wti[1]"": 0.629030812653963, ""omega"": 0.670711543660488, ""alpha[1]"": 0.014330548355034587, ""alpha[2]"": 0.8277152243648274, ""alpha[3]"": 0.6326280567030114, ""alpha[4]"": 0.9961373555575955, ""alpha[5]"": 0.49985693400119413, ""beta[1]"": 0.9177463968145592, ""beta[2]"": 1.0, ""beta[3]"": 0.6859503743528851, ""beta[4]"": 0.5916390068427526, ""beta[5]"": 1.0, ""nu"": 6.208602807998402e-06}",,LB_p=0.9183; LB2_p=0.0037; ARCHLM_p=0.0092; pass=LB
r_gold,"(5,5)",t,True,-1601.6249624782106,3231.249924956421,3302.4993291268065,0.8468300141684,AR(1),"{""Const"": 0.0675842870320815, ""r_gold[1]"": -0.015218864853628994, ""omega"": 0.14946174266244022, ""alpha[1]"": 0.010895866487888147, ""alpha[2]"": 0.0803775883093079, ""alpha[3]"": 0.009895360350430692, ""alpha[4]"": 0.024316904019139125, ""alpha[5]"": 0.026128740168497425, ""beta[1]"": 0.2191927018018177, ""beta[2]"": 0.0, ""beta[3]"": 0.0, ""beta[4]"": 0.47602285303131897, ""beta[5]"": 0.0, ""nu"": 5.352780847547061}","{""Const"": 0.006013665637599978, ""r_gold[1]"": 0.593618949780266, ""omega"": 0.4261792175096889, ""alpha[1]"": 0.8097184235446522, ""alpha[2]"": 0.13719745872363825, ""alpha[3]"": 0.9189011974726083, ""alpha[4]"": 0.5430714930260919, ""alpha[5]"": 0.6026439134310719, ""beta[1]"": 0.8655866382224154, ""beta[2]"": 1.0, ""beta[3]"": 1.0, ""beta[4]"": 0.13908932944555902, ""beta[5]"": 1.0, ""nu"": 3.6653968674047683e-10}",,"LB_p=0.0333; LB2_p=0.9772; ARCHLM_p=0.9794; pass=LB_sq,ARCHLM"
r_ai,"(6,6)",normal,True,-2282.9041635179583,4595.808327035917,4672.14697436133,0.915021779386253,AR(1),"{""Const"": 0.0748226370238791, ""r_ai[1]"": 0.0013784218404935173, ""omega"": 0.2747086719175079, ""alpha[1]"": 0.04589419997148779, ""alpha[2]"": 0.13019443911959572, ""alpha[3]"": 0.058345881381374594, ""alpha[4]"": 0.02413065595176833, ""alpha[5]"": 0.0, ""alpha[6]"": 0.0774028587831064, ""beta[1]"": 0.0, ""beta[2]"": 0.0, ""beta[3]"": 0.3824396261290187, ""beta[4]"": 0.19661411804990134, ""beta[5]"": 0.0, ""beta[6]"": 0.0}","{""Const"": 0.24206239983650035, ""r_ai[1]"": 0.9639687678682404, ""omega"": 0.8012545690339454, ""alpha[1]"": 0.20773280328611332, ""alpha[2]"": 0.061488926126808285, ""alpha[3]"": 0.7033017491202833, ""alpha[4]"": 0.9637751240182895, ""alpha[5]"": 1.0, ""alpha[6]"": 0.8584305166898119, ""beta[1]"": 1.0, ""beta[2]"": 1.0, ""beta[3]"": 0.5070612957628258, ""beta[4]"": 0.6712520121080732, ""beta[5]"": 1.0, ""beta[6]"": 1.0}",,"LB_p=0.0114; LB2_p=0.9722; ARCHLM_p=0.9719; pass=LB_sq,ARCHLM"
r_electricity,"(6,6)",normal,True,-1909.3101463554817,3848.6202927109634,3924.958940036376,0.629008514850803,AR(1),"{""Const"": 0.06578540414770104, ""r_el...ity[1]"": -0.02961539958291845, ""omega"": 0.5623575250201573, ""alpha[1]"": 0.08783698680395205, ""alpha[2]"": 0.15917425587090292, ""alpha[3]"": 0.09938997130044376, ""alpha[4]"": 5.772103570347433e-14, ""alpha[5]"": 0.026405782276077053, ""alpha[6]"": 0.09402133533730866, ""beta[1]"": 4.9870738869553646e-15, ""beta[2]"": 0.0, ""beta[3]"": 0.0, ""beta[4]"": 1.1345553691665891e-13, ""beta[5]"": 0.0, ""beta[6]"": 0.1621801832619424}","{""Const"": 0.07045002036661553, ""r_el...ity[1]"": 0.3880801545281164, ""omega"": 0.4353278357984858, ""alpha[1]"": 0.02927694263392269, ""alpha[2]"": 0.2853379137055937, ""alpha[3]"": 0.6856079519127554, ""alpha[4]"": 0.9999999999997826, ""alpha[5]"": 0.9170842135770808, ""alpha[6]"": 0.6770550041399916, ""beta[1]"": 0.9999999999999967, ""beta[2]"": 1.0, ""beta[3]"": 1.0, ""beta[4]"": 0.9999999999999066, ""beta[5]"": 1.0, ""beta[6]"": 0.7035312058656757}",,"LB_p=0.1050; LB2_p=0.9982; ARCHLM_p=0.9985; pass=LB,LB_sq,ARCHLM"
r_coal,"(6,6)",normal,True,-3093.718154392824,6217.436308785648,6293.774956111061,0.9586712256300575,AR(1),"{""Const"": 0.0798564963737184, ""r_coal[1]"": 0.057129900165435905, ""omega"": 0.47017151118244077, ""alpha[1]"": 0.04647917164983908, ""alpha[2]"": 0.08118880363230453, ""alpha[3]"": 0.05245145796427011, ""alpha[4]"": 0.0413578526273348, ""alpha[5]"": 3.2627147984437e-11, ""alpha[6]"": 0.007276623353565424, ""beta[1]"": 0.0, ""beta[2]"": 0.0, ""beta[3]"": 0.0, ""beta[4]"": 0.0, ""beta[5]"": 0.02455295511457614, ""beta[6]"": 0.7053643612555403}","{""Const"": 0.5617137925014497, ""r_coal[1]"": 0.07674565906957578, ""omega"": 0.5626812978291524, ""alpha[1]"": 0.7421588137078392, ""alpha[2]"": 0.3049811256655075, ""alpha[3]"": 0.8977515759801808, ""alpha[4]"": 0.821320566040988, ""alpha[5]"": 0.999999999407882, ""alpha[6]"": 0.9638096696032113, ""beta[1]"": 1.0, ""beta[2]"": 1.0, ""beta[3]"": 1.0, ""beta[4]"": 1.0, ""beta[5]"": 0.9865896524444029, ""beta[6]"": 0.7263351089941072}",,"LB_p=0.4852; LB2_p=0.9271; ARCHLM_p=0.9368; pass=LB,LB_sq,ARCHLM"
r_gas,"(6,6)",normal,True,-3966.9805695206387,7963.961139041277,8040.299786366691,1.000000071145957,AR(1),"{""Const"": 0.263082115005146, ""r_gas[1]"": 0.01900751374759117, ""omega"": 12.329061440481176, ""alpha[1]"": 0.15713027687400766, ""alpha[2]"": 0.10915211146755337, ""alpha[3]"": 0.4556674606327698, ""alpha[4]"": 0.16670424143596632, ""alpha[5]"": 4.878715576073233e-10, ""alpha[6]"": 0.11134595836213915, ""beta[1]"": 2.323977122266241e-09, ""beta[2]"": 1.7369499998750114e-09, ""beta[3]"": 3.514325782528781e-09, ""beta[4]"": 3.0053513863348326e-09, ""beta[5]"": 3.8632115621624775e-09, ""beta[6]"": 7.441833106818342e-09}","{""Const"": 0.09626812162167381, ""r_gas[1]"": 0.6500995942889374, ""omega"": 0.007628230393123008, ""alpha[1]"": 0.08317887811392723, ""alpha[2]"": 0.13286197454518167, ""alpha[3]"": 0.04042213792324416, ""alpha[4]"": 0.45411908286310265, ""alpha[5]"": 0.9999999960998817, ""alpha[6]"": 0.1616930660737239, ""beta[1]"": 0.9999999952729128, ""beta[2]"": 0.9999999911672012, ""beta[3]"": 0.9999999753540328, ""beta[4]"": 0.9999999819587098, ""beta[5]"": 0.999999936563464, ""beta[6]"": 0.9999998064631277}",,"LB_p=0.3746; LB2_p=0.9997; ARCHLM_p=0.9997; pass=LB,LB_sq,ARCHLM"
r_wti,"(6,6)",normal,True,-2755.56912070444,5541.13824140888,5617.476888734293,0.9249655609379845,AR(1),"{""Const"": 0.12878602073627732, ""r_wti[1]"": 0.009951577969486508, ""omega"": 0.6673515319773939, ""alpha[1]"": 0.1727010529757965, ""alpha[2]"": 0.06373160728362538, ""alpha[3]"": 0.1053971282264971, ""alpha[4]"": 0.01760640433293428, ""alpha[5]"": 0.04817811287305456, ""alpha[6]"": 0.07479573152359176, ""beta[1]"": 0.0, ""beta[2]"": 0.0, ""beta[3]"": 0.09520466052402991, ""beta[4]"": 0.3473508631984551, ""beta[5]"": 0.0, ""beta[6]"": 0.0}","{""Const"": 0.03347106649625731, ""r_wti[1]"": 0.756372686850744, ""omega"": 0.4401178116905262, ""alpha[1]"": 0.014782349358777855, ""alpha[2]"": 0.7672417286925174, ""alpha[3]"": 0.30132872724791804, ""alpha[4]"": 0.9419247592137125, ""alpha[5]"": 0.6834411699364151, ""alpha[6]"": 0.7660804196845726, ""beta[1]"": 1.0, ""beta[2]"": 1.0, ""beta[3]"": 0.8846396521483642, ""beta[4]"": 0.291513102800548, ""beta[5]"": 1.0, ""beta[6]"": 1.0}",,"LB_p=0.9402; LB2_p=0.1829; ARCHLM_p=0.2352; pass=LB,LB_sq,ARCHLM"
r_gold,"(6,6)",normal,True,-1631.2842333185417,3292.5684666370835,3368.907113962496,0.6516020766675472,AR(1),"{""Const"": 0.031316986319978805, ""r_gold[1]"": -0.00015149715185262388, ""omega"": 0.33432971425078073, ""alpha[1]"": 0.019239653305899856, ""alpha[2]"": 0.11603361065329257, ""alpha[3]"": 0.01331014665596187, ""alpha[4]"": 0.04255696822630069, ""alpha[5]"": 0.08809348496167478, ""alpha[6]"": 0.07376049660481451, ""beta[1]"": 0.0, ""beta[2]"": 8.666375038557787e-13, ""beta[3]"": 1.1007677662104106e-12, ""beta[4]"": 1.0807881844432048e-12, ""beta[5]"": 0.2986077162559206, ""beta[6]"": 6.341190927178075e-13}","{""Const"": 0.23742314734540237, ""r_gold[1]"": 0.995800579023679, ""omega"": 0.10997791793906257, ""alpha[1]"": 0.5463409046951665, ""alpha[2]"": 0.04980845528732514, ""alpha[3]"": 0.8962046765721746, ""alpha[4]"": 0.7291034439460469, ""alpha[5]"": 0.5603870991157166, ""alpha[6]"": 0.33403691832649784, ""beta[1]"": 1.0, ""beta[2]"": 0.9999999999994066, ""beta[3]"": 0.9999999999990542, ""beta[4]"": 0.9999999999981892, ""beta[5]"": 0.3447123963694201, ""beta[6]"": 0.9999999999976065}",,"LB_p=0.0442; LB2_p=0.9950; ARCHLM_p=0.9951; pass=LB_sq,ARCHLM"
r_ai,"(6,6)",t,True,-2274.87578826156,4581.75157652312,4663.179467003561,0.9161732768913442,AR(1),"{""Const"": 0.10477785572541536, ""r_ai[1]"": 0.0019205331410279561, ""omega"": 0.2807556550524514, ""alpha[1]"": 0.04509976648620761, ""alpha[2]"": 0.12370656350291974, ""alpha[3]"": 0.07072955943081762, ""alpha[4]"": 0.03724039762205816, ""alpha[5]"": 0.02295001967196064, ""alpha[6]"": 0.07103418937841004, ""beta[1]"": 0.0, ""beta[2]"": 0.0, ""beta[3]"": 0.37608177961413525, ""beta[4]"": 0.16933100118483513, ""beta[5]"": 0.0, ""beta[6]"": 0.0, ""nu"": 13.110863331387058}","{""Const"": 0.6182744369867388, ""r_ai[1]"": 0.9834809099158817, ""omega"": 0.9659201873079752, ""alpha[1]"": 0.6077966457823388, ""alpha[2]"": 0.9096955974059329, ""alpha[3]"": 0.7748295505027761, ""alpha[4]"": 0.9922354477476859, ""alpha[5]"": 0.9922303077013582, ""alpha[6]"": 0.9847090590815624, ""beta[1]"": 1.0, ""beta[2]"": 1.0, ""beta[3]"": 0.6449229051864721, ""beta[4]"": 0.9843065982016155, ""beta[5]"": 1.0, ""beta[6]"": 1.0, ""nu"": 0.24693879819388853}",,"LB_p=0.0144; LB2_p=0.9925; ARCHLM_p=0.9925; pass=LB_sq,ARCHLM"
r_electricity,"(6,6)",t,True,-1893.3902497560684,3818.780499512137,3900.208389992577,0.6980412081063668,AR(1),"{""Const"": 0.0782092937692624, ""r_el...ity[1]"": -0.025568008996561684, ""omega"": 0.4736774720266318, ""alpha[1]"": 0.1180448844676486, ""alpha[2]"": 0.1366389292307406, ""alpha[3]"": 0.06781598303575037, ""alpha[4]"": 2.359811370366027e-13, ""alpha[5]"": 0.054540145955318156, ""alpha[6]"": 0.101101695174685, ""beta[1]"": 0.0, ""beta[2]"": 0.0, ""beta[3]"": 0.0, ""beta[4]"": 0.0, ""beta[5]"": 0.0, ""beta[6]"": 0.2198995702419881, ""nu"": 7.708142979452871}","{""Const"": 0.018026932809757028, ""r_el...ity[1]"": 0.4341159990825614, ""omega"": 0.11344157004169045, ""alpha[1]"": 0.006226093751368786, ""alpha[2]"": 0.163557027883664, ""alpha[3]"": 0.6093710967989098, ""alpha[4]"": 0.9999999999980063, ""alpha[5]"": 0.5015992908433857, ""alpha[6]"": 0.22220534462543218, ""beta[1]"": 1.0, ""beta[2]"": 1.0, ""beta[3]"": 1.0, ""beta[4]"": 1.0, ""beta[5]"": 1.0, ""beta[6]"": 0.307474859095047, ""nu"": 1.707982444198562e-07}",,"LB_p=0.1290; LB2_p=0.9475; ARCHLM_p=0.9449; pass=LB,LB_sq,ARCHLM"
r_coal,"(6,6)",t,True,-3063.7670666618887,6159.5341333237775,6240.962023804218,0.9848388959479166,AR(1),"{""Const"": 0.10063223765635942, ""r_coal[1]"": 0.037483026538397024, ""omega"": 0.1630089669712953, ""alpha[1]"": 0.04387010923448572, ""alpha[2]"": 0.0289748280054871, ""alpha[3]"": 0.06137075921075135, ""alpha[4]"": 5.154869338748651e-11, ""alpha[5]"": 2.1371498268168166e-11, ""alpha[6]"": 6.191372628881698e-11, ""beta[1]"": 0.0, ""beta[2]"": 0.08010025840227246, ""beta[3]"": 1.1416873176724268e-10, ""beta[4]"": 0.0, ""beta[5]"": 0.7705229402745141, ""beta[6]"": 5.714032764530645e-10, ""nu"": 6.085851631948104}","{""Const"": 0.20911164927138637, ""r_coal[1]"": 0.2106980418738964, ""omega"": 0.5997721501921449, ""alpha[1]"": 0.26270784829558746, ""alpha[2]"": 0.7557540856159783, ""alpha[3]"": 0.4603225006684136, ""alpha[4]"": 0.9999999995894033, ""alpha[5]"": 0.9999999996679646, ""alpha[6]"": 0.999999999050144, ""beta[1]"": 1.0, ""beta[2]"": 0.7957300665605775, ""beta[3]"": 0.9999999997567739, ""beta[4]"": 1.0, ""beta[5]"": 1.5373556238554159e-15, ""beta[6]"": 0.9999999996823727, ""nu"": 1.2189128883567308e-08}",,"LB_p=0.3194; LB2_p=0.1915; ARCHLM_p=0.2482; pass=LB,LB_sq,ARCHLM"
r_gas,"(6,6)",t,True,-3834.7668579327856,7701.533715865571,7782.961606346012,0.9114716276996897,AR(1),"{""Const"": 0.1426765873335314, ""r_gas[1]"": 0.011741594540413259, ""omega"": 14.775467086122852, ""alpha[1]"": 0.21285944962562975, ""alpha[2]"": 0.1725313438247018, ""alpha[3]"": 0.22369230589037936, ""alpha[4]"": 0.13169378792675032, ""alpha[5]"": 0.0, ""alpha[6]"": 0.14361146702989075, ""beta[1]"": 0.0, ""beta[2]"": 0.027083273402337675, ""beta[3]"": 0.0, ""beta[4]"": 0.0, ""beta[5]"": 0.0, ""beta[6]"": 0.0, ""nu"": 3.668274113906467}","{""Const"": 0.29068529946111266, ""r_gas[1]"": 0.6989715477659251, ""omega"": 0.00048504966626259624, ""alpha[1]"": 0.014787994270080247, ""alpha[2]"": 0.022172674723407636, ""alpha[3]"": 0.02930083724871068, ""alpha[4]"": 0.3595644187525048, ""alpha[5]"": 1.0, ""alpha[6]"": 0.059857022783439434, ""beta[1]"": 1.0, ""beta[2]"": 0.8970879796347048, ""beta[3]"": 1.0, ""beta[4]"": 1.0, ""beta[5]"": 1.0, ""beta[6]"": 1.0, ""nu"": 1.716934561598444e-13}",,"LB_p=0.4968; LB2_p=0.9992; ARCHLM_p=0.9993; pass=LB,LB_sq,ARCHLM"
r_wti,"(6,6)",t,True,-2736.3440727409566,5504.688145481913,5586.116035962354,0.875147182261818,AR(1),"{""Const"": 0.17610993262051067, ""r_wti[1]"": 0.012805737026093434, ""omega"": 0.8598164321449132, ""alpha[1]"": 0.12251810873285272, ""alpha[2]"": 0.07756458911438258, ""alpha[3]"": 0.11717251868369628, ""alpha[4]"": 0.016658882275611745, ""alpha[5]"": 0.06007890996603651, ""alpha[6]"": 0.04057331230941529, ""beta[1]"": 0.0, ""beta[2]"": 0.0, ""beta[3]"": 0.09325287747167732, ""beta[4]"": 0.34732798370814555, ""beta[5]"": 0.0, ""beta[6]"": 0.0, ""nu"": 8.036147521913826}","{""Const"": 0.004229727618738084, ""r_wti[1]"": 0.6623698829205497, ""omega"": 0.5389934071673769, ""alpha[1]"": 0.00903866877160817, ""alpha[2]"": 0.48231465416855657, ""alpha[3]"": 0.508545365065266, ""alpha[4]"": 0.946383801045072, ""alpha[5]"": 0.6973546373054533, ""alpha[6]"": 0.48150281622512625, ""beta[1]"": 1.0, ""beta[2]"": 1.0, ""beta[3]"": 0.7971126680302901, ""beta[4]"": 0.09855901368871754, ""beta[5]"": 1.0, ""beta[6]"": 1.0, ""nu"": 6.005747941316062e-06}",,LB_p=0.9198; LB2_p=0.0049; ARCHLM_p=0.0120; pass=LB
