variable,TO,FROM,NET,average_pairwise_summary,overall_average_TCI
r_ai,35.333782539779314,30.416578410804515,4.917204128974793,1.5175724000555635,24.396180382398743
r_electricity,28.22003435218558,26.523304941481236,1.6967294107043436,1.5175724000555635,24.396180382398743
r_coal,32.32255311783015,29.48014127949522,2.8424118383349195,1.5175724000555635,24.396180382398743
r_gas,9.55790611635146,13.541070546270763,-3.9831644299193036,1.5175724000555635,24.396180382398743
r_wti,21.520658750932757,23.370479823905445,-1.849821072972685,1.5175724000555635,24.396180382398743
r_gold,19.422147417313212,23.045507292435286,-3.623359875122066,1.5175724000555635,24.396180382398743
