parameter_id,frequency_band,variable,TO,FROM,NET,average_TCI
P1_H20_S2,long_term,r_gold,18.91282757532818,22.918965563247195,-4.006137987919017,24.150513419568373
P1_H20_S2,long_term,r_wti,19.596559379257556,27.514916348220133,-7.918356968962578,24.150513419568373
P1_H20_S2,medium_term,r_ai,34.38740681184356,28.427733381592457,5.959673430251105,24.279808689268798
P1_H20_S2,medium_term,r_coal,36.15700999142539,24.555708594587834,11.601301396837552,24.279808689268798
P1_H20_S2,medium_term,r_electricity,26.22901655783832,27.04689578186343,-0.8178792240251074,24.279808689268798
P1_H20_S2,medium_term,r_gas,10.04906904042732,15.19840876960033,-5.14933972917301,24.279808689268798
P1_H20_S2,medium_term,r_gold,18.925405734567956,22.990920834405767,-4.065515099837812,24.279808689268798
P1_H20_S2,medium_term,r_wti,19.930943999510262,27.459184773562992,-7.528240774052729,24.279808689268798
P1_H20_S2,short_term,r_ai,35.280640229908634,30.669401439823698,4.611238790084937,24.20699558099813
P1_H20_S2,short_term,r_coal,30.78238141871183,30.68113023284803,0.10125118586379808,24.20699558099813
P1_H20_S2,short_term,r_electricity,28.33289129691869,26.263114926210793,2.069776370707892,24.20699558099813
P1_H20_S2,short_term,r_gas,9.388383804555994,13.16864492904384,-3.7802611244878457,24.20699558099813
P1_H20_S2,short_term,r_gold,19.552038690361766,22.802512721426364,-3.2504740310645963,24.20699558099813
P1_H20_S2,short_term,r_wti,21.90563804553188,21.65716923663606,0.24846880889581507,24.20699558099813
P1_H20_S3,long_term,r_ai,34.03123268251626,28.20551886162023,5.825713820896028,24.163763169939855
P1_H20_S3,long_term,r_coal,36.36335181779288,24.022947695978022,12.340404121814858,24.163763169939855
P1_H20_S3,long_term,r_electricity,25.980823058196158,26.974243846360896,-0.9934207881647367,24.163763169939855
P1_H20_S3,long_term,r_gas,10.066846549715113,15.337323843358252,-5.270477293643142,24.163763169939855
P1_H20_S3,long_term,r_gold,18.90789068249398,22.92559716334417,-4.017706480850188,24.163763169939855
P1_H20_S3,long_term,r_wti,19.63243422892474,27.516947608977564,-7.88451338005282,24.163763169939855
P1_H20_S3,medium_term,r_ai,34.66658964629325,28.64762742875475,6.018962217538497,24.376984556409568
P1_H20_S3,medium_term,r_coal,35.93050923369931,25.069904765901185,10.860604467798128,24.376984556409568
P1_H20_S3,medium_term,r_electricity,26.45489566394705,27.112400710620676,-0.6575050466736265,24.376984556409568
P1_H20_S3,medium_term,r_gas,10.039439760823033,15.064774243766873,-5.025334482943839,24.376984556409568
P1_H20_S3,medium_term,r_gold,18.990858164403836,23.05006232216355,-4.0592041577597175,24.376984556409568
P1_H20_S3,medium_term,r_wti,20.179614869290933,27.317137867250374,-7.137522997959441,24.376984556409568
P1_H20_S3,short_term,r_ai,35.207897241196854,30.84225482855299,4.365642412643862,24.10694433488888
P1_H20_S3,short_term,r_coal,30.07949352205756,31.173123396162488,-1.0936298741049288,24.10694433488888
P1_H20_S3,short_term,r_electricity,28.438495988993424,26.12285161109491,2.3156443778985145,24.10694433488888
P1_H20_S3,short_term,r_gas,9.30960884524416,12.897956241339191,-3.5883473960950303,24.10694433488888
