pair,mean,std,min,max,p5,p95
ai_electricity,0.332752054777769,0.08100148123913493,0.12020184205279315,0.5663460374915527,0.22901030104591827,0.4860841518978366
ai_coal,0.29356403186728347,0.06284178688980067,0.09859516658096931,0.5215514238376494,0.1918649153791975,0.3976587162244035
ai_gas,0.03825318298186209,0.053016699606469944,-0.09494352197944497,0.18157759866252726,-0.04668236417964166,0.12472952248388391
ai_wti,0.15691815939410167,0.07306642449479675,-0.0073861633438597595,0.4466198068668188,0.04540386025308018,0.2721496732242823
ai_gold,0.14651059388014442,0.07930256745880902,-0.09199143227419611,0.34254323955129257,0.007147244054215462,0.27519042822841044
electricity_gas,0.07078129138031473,0.048898612169982814,-0.08000257750629704,0.23005458748824356,-0.006365616980601023,0.15523120733020662
