date,TCI,TO_r_ai,FROM_r_ai,NET_r_ai,TO_r_electricity,FROM_r_electricity,NET_r_electricity,TO_r_coal,FROM_r_coal,NET_r_coal,TO_r_gas,FROM_r_gas,NET_r_gas,TO_r_wti,FROM_r_wti,NET_r_wti,TO_r_gold,FROM_r_gold,NET_r_gold
2024-09-04,19.13252639907862,27.712632855359733,27.13410558924345,0.5785272661162821,12.25713064221869,12.83337732571009,-0.5762466834913997,30.997939521018345,30.039512252953976,0.9584272680643693,3.5470189614125034,6.8294142978886905,-3.282395336476187,8.617701505539168,8.649133781819597,-0.03143227628042844,31.6627349089233,29.309615146855943,2.353119762067358
2024-09-05,18.390215768865602,27.74158914094492,26.780708158850242,0.9608809820946789,12.152662982336855,12.356112904022314,-0.2034499216854595,29.328511505864473,28.764648223397458,0.5638632824670147,3.5556998258605517,6.743249942638391,-3.1875501167778393,8.762358264877848,8.592757259192284,0.16960100568556413,28.800472893308942,27.10381812509291,1.6966547682160318
2024-09-06,20.862158886012224,31.751588113282132,30.031469163465207,1.720118949816925,13.906489004796562,15.446173741845543,-1.5396847370489812,33.309920437385436,31.822818527662953,1.4871019097224831,3.258561790523677,6.7983714160318645,-3.5398096255081875,10.421063854356742,11.044242898191994,-0.6231790438352522,32.52533011572879,30.02987756887578,2.495452546853013
2024-09-09,20.84421793707436,31.992215202071566,30.089225505406286,1.90298969666528,14.606023933137719,15.939512750822166,-1.3334888176844473,31.41329987318344,30.506786532666762,0.9065133405166783,3.055611649693664,6.782971596480748,-3.727359946787084,10.744985686888075,11.484535796491837,-0.739550109603762,33.25317127747171,30.262275440578367,2.9908958368933405
2024-09-10,20.58959654519425,32.11885956051458,30.16111853482204,1.9577410256925383,14.520711324432185,15.663216336472152,-1.1425050120399671,31.79306793642463,30.94195606831142,0.851111868113211,3.0234152719934575,7.031668785193626,-4.008253513200168,10.291225553900947,10.245934867448115,0.04529068645283196,31.79029962389973,29.493684678918175,2.296614944981556
2024-09-11,21.284434593390998,34.761246762536935,31.429945772846256,3.3313009896906784,15.288504777820974,16.65505382370303,-1.3665490458820582,33.69764313521505,31.819304425866967,1.8783387093480854,2.8568156165170824,7.136555076453707,-4.279739459936625,11.101944854930245,11.978635716993038,-0.8766908620627927,30.000452413325696,28.687112744482988,1.3133396688427084
2024-09-12,22.343454084217736,33.82397660498287,31.279095732426143,2.5448808725567247,14.10463710957193,15.990076940767578,-1.8854398311956473,36.299461580476084,33.732942664046256,2.5665189164298283,2.981198669937305,7.314798654554945,-4.33359998461764,14.024193908564492,14.765674929855837,-0.7414810212913459,32.82725663177375,30.978135583655664,1.8491210481180858
2024-09-13,23.72885193383447,36.49217862208884,33.35562173777044,3.136556884318395,17.217922741375183,19.328118083317364,-2.1101953419421804,38.00961041566783,35.309671845814044,2.699938569853785,2.701081007273282,7.580371742277571,-4.87929073500429,13.917114274475395,14.25640557276799,-0.3392912982925953,34.03520454212629,32.5429226210594,1.4922819210668905
2024-09-16,23.759750220691476,36.15599590909822,33.15965028736409,2.996345621734136,17.245327264658386,19.68194847909761,-2.4366212144392243,38.11670941029555,35.369846654598156,2.746862755697393,2.6334303561831964,7.315423808636046,-4.68199345245285,14.222333974556921,14.328654963770553,-0.10632098921363209,34.1847044093566,32.70297713068241,1.4817272786741853
2024-09-17,23.258393244293796,35.19857147055767,32.41256896780374,2.7860025027539237,17.242414995173068,19.557581885957116,-2.315166890784049,37.834231167483445,34.95005393109108,2.884177236392368,2.9127658550740994,7.654668735327482,-4.741902880253383,13.095494014201433,12.993635714703892,0.10185829949754144,33.266881963273065,31.98185023087946,1.2850317323936054
