+date,total_tci,short_term_TCI,medium_term_TCI,long_term_TCI
+2021-03-24,16.61811079735148,17.293440052107183,15.56275107613015,15.20849589463581
+2021-03-25,16.169438183958476,16.89397376159997,15.119094134846756,14.783088171682024
+2021-03-26,16.979438431313095,17.60611535449746,16.05299406310495,15.76293342656683
+2021-03-29,17.383241764926126,18.1764149684583,16.061022290521763,15.657389014660351
+2021-03-30,17.416831346451573,18.018707061192337,16.507552748581958,16.25826360965999
+2021-03-31,17.72127387099695,18.17218494068812,16.97748847363508,16.742053242645007
+2021-04-01,17.336074058989777,17.90078879784134,16.53192166456687,16.153327899446452
+2021-04-06,17.46059887083704,17.914160292979815,16.82161150421303,16.545328975618247
+2021-04-07,17.32949791207216,17.800919668193945,16.667475062378543,16.37532545512951
+2021-04-08,16.633404796737032,17.08632937432609,15.994322936238534,15.705009300858
+2021-04-09,16.694791654639015,17.166403951193345,16.02131812074056,15.693972186378044
+2021-04-12,16.66143522533167,17.120480245927748,16.0272071661289,15.710370108986105
+2021-04-13,17.090778673209726,17.51431400817971,16.492435378961808,16.149183587367055
+2021-04-14,16.671394328731825,16.886941403749447,16.35054243375807,16.137005147315822
+2021-04-15,16.95907914497928,17.032014193609786,16.887980846477827,16.76127516589908
+2021-04-16,16.821994754307212,16.9383256625581,16.6419025939405,16.479127120809256
+2021-04-19,17.296443744881483,17.385448576368525,17.18494376271484,16.981677686921728
+2021-04-20,16.829857641683567,17.105177751827963,16.53209321878808,16.30926259818675
+2021-04-21,16.704630437383607,17.009343594735935,16.30965258483482,16.061351818442894
+2021-04-22,16.683055475332186,17.07363962204238,16.121276345259325,15.84540504024671
+2021-04-23,16.47968322483562,16.90034245176503,15.853464436311656,15.562825525916828
+2021-04-26,16.240197632097786,16.687133101485475,15.567674949784935,15.303828157555484
+2021-04-27,16.169970976512257,16.681631469675366,15.401722598410068,15.095426887816291
+2021-04-28,15.98941535506662,16.52924600865213,15.165894527912217,14.844558283150402
+2021-04-29,15.835954162029417,16.46684718514143,14.842226646535469,14.503940600259032
+2021-04-30,16.418879585782147,17.139007216780897,15.42498993896772,15.053881939388813
+2021-05-03,14.98723132295893,15.800959926592204,13.825566355343586,13.46873255023606
+2021-05-04,15.200084324843832,16.14678216503735,13.850153894688004,13.303270981435269
+2021-05-05,14.69576557413598,15.573836143793898,13.445807624213703,12.935477964047596
+2021-05-06,14.151532136626816,15.01541224553761,13.00955267794194,12.42380879031541
+2021-05-07,14.367193631917084,15.21408245274127,13.276616229633497,12.68653936406644
+2021-05-10,13.153264275525492,13.96781358287494,12.129484907914028,11.677964555956162
+2021-05-11,13.055742362910594,13.875609527007745,12.028449045815965,11.582457819467322
+2021-05-12,15.217862016594353,15.774712324925485,14.59241314119604,14.113076729325783
+2021-05-13,16.06635515109191,17.079826275834524,14.887583082926731,14.106432789006776
+2021-05-14,16.48721095932781,17.48318044892899,15.41283292031169,14.627259533256174
+2021-05-17,16.861276748414713,17.280171318071798,16.542620926057133,16.19433756956728
+2021-05-18,16.00362267961393,16.35916649691009,15.691644926626063,15.369796027112262
+2021-05-19,16.284116531481363,16.519456538111037,16.108564773405693,15.821281763397211
+2021-05-20,16.774101690356606,16.949910053533245,16.643601598863615,16.340737722521244
+2021-05-21,16.37425057366794,16.52919201138595,16.318020484339705,16.041538283805515
+2021-05-24,16.36451348374112,16.59735021250083,16.12103687228573,15.772400680180647
+2021-05-25,14.60893755840727,14.795549285228107,14.391149450924932,14.111676918589472
+2021-05-26,14.56473701983097,14.770914995336309,14.27445498108964,13.939550403684606
+2021-05-27,14.21396262552886,14.396951145479628,13.979795654485224,13.650943920014106
+2021-05-28,14.112639088309107,14.378464865608972,13.780272831023552,13.44990967306902
+2021-06-02,14.104584358399332,14.33732790264247,13.828571225215756,13.517458414008518
+2021-06-03,13.007749993887616,13.32127314379808,12.58167518206997,12.21127697692785
+2021-06-04,13.11739516829245,13.421051506335882,12.646449821847822,12.27499738066017
+2021-06-07,12.946058505356136,13.209594051350807,12.55242797127548,12.253431041932666
+2021-06-08,13.413352950703642,13.85446067666394,12.729517268781906,12.331759220621835
+2021-06-09,13.369251516150374,13.92845239764092,12.507888151929889,12.090219834057775
+2021-06-10,13.494986028791214,14.076940887225964,12.607218490385671,12.159252926978864
+2021-06-11,13.066837970631596,13.618031903520436,12.220047413475678,11.83230641244129
+2021-06-14,13.066956511300804,13.608546839132488,12.257616401106132,11.87084977261997
+2021-06-15,12.831889432438304,13.3739412213742,12.043967420456417,11.664116810812503
+2021-06-16,13.79137791463288,14.080007104875127,13.426828011892304,13.028792557421069
+2021-06-17,14.148544259957117,14.373614602657334,13.954512419987417,13.528082470430263
+2021-06-18,15.289285532664016,15.282584980325453,15.391325538699856,15.539648667575648
+2021-06-21,14.573145686159188,14.425047003513876,14.903876269640046,15.07784799335704
+2021-06-22,13.992362486526329,13.754865304145692,14.486533189852263,14.727344051000603
+2021-06-23,13.67422410601056,13.577026817558243,13.936009765221833,14.107587826953228
+2021-06-24,13.308800475550669,13.247111571122636,13.535002138465508,13.686364780690733
+2021-06-25,13.327742312107564,13.202467188751385,13.6219295984526,13.78981311198571
+2021-06-28,14.170474794965,13.826812938903418,14.809938911761224,15.157018213939873
+2021-06-29,14.494067391401565,14.18718527547945,15.037808854917012,15.37851208386938
+2021-06-30,14.539547741802291,14.037274351402646,15.328997741777348,15.781516909321011
+2021-07-01,14.432978953316727,13.789318957415322,15.353257072341243,15.866193189908971
+2021-07-02,14.30717116602415,13.66995960239106,15.228952391693603,15.74187193295032
+2021-07-07,12.53810376149679,11.844823014159024,13.60603237978784,14.24834729949304
+2021-07-08,12.79517548754468,12.10618956837438,13.862859592159907,14.406550570671625
+2021-07-09,13.641427804136692,13.055151762673416,14.523310218470762,14.973881022252089
+2021-07-12,13.636831893141684,13.146913517355546,14.419862232668205,14.84943381081364
+2021-07-13,13.33232536843532,12.850013459157658,14.137123357296083,14.573200216933198
+2021-07-14,12.69785432014664,12.262326067876227,13.5245328125308,13.974130180652857
+2021-07-15,13.244471600788374,13.109626220020562,13.494291417484868,13.749639259364455
+2021-07-16,13.900942857528037,13.862687571581189,13.909522924933478,14.05093028939902
+2021-07-19,14.117159936239656,13.450476437979924,15.014796086822848,15.317813982465095
+2021-07-20,14.452142256711497,14.115885426646422,14.890416468541591,14.799835960736347
+2021-07-21,15.534085163192298,15.200369906647456,15.804985021753753,15.498687769898613
+2021-07-22,15.610922256754614,15.139360035672524,15.96354627031723,15.677356935935308
+2021-07-23,15.53971796358526,14.941055296708704,16.077779917637944,15.961416071914435
+2021-07-26,14.900429143418808,14.30566620416232,15.439309076827126,15.375984683925864
+2021-07-27,15.286903421589145,14.793618283685984,15.53619980389334,15.277753522446188
+2021-07-28,15.766003057902104,15.380448153405077,15.794747855846852,15.48581696141349
+2021-07-29,17.218421555615183,16.34386397758914,17.732296977944774,17.637914601216817
+2021-07-30,16.401965793971716,15.671559226212208,16.911993673234445,16.853852800719054
+2021-08-02,16.206774711337484,15.500240129739188,16.734423930187926,16.67281562037067
+2021-08-03,16.2106239723018,15.469904186020134,16.706683407949242,16.664282710737265
+2021-08-04,16.024436649290006,15.24374199473397,16.513398519956464,16.45804788137865
+2021-08-05,15.965852975153416,15.219850840429189,16.434780855424354,16.305856025396764
+2021-08-06,14.576762433370217,14.3297304470603,14.50047364211466,14.151443773303166
+2021-08-09,15.529936666305527,15.24090531849862,15.529942689586992,15.244788838383998
+2021-08-10,14.90908277476142,14.73384224551565,14.940898075714044,14.854836617767823
+2021-08-11,15.75020270251278,15.228619806181824,16.13120064763855,16.269345706942413
+2021-08-12,15.57629234299226,15.04458327678082,16.0166433924598,16.224683858216245
+2021-08-13,14.81537548696016,14.280850533076524,15.255864154903117,15.471997632953496
+2021-08-16,14.599736983259032,14.002100495169891,15.17427171938944,15.47938224687901
+2021-08-17,15.288274294316947,14.766046831268708,15.77924490632501,15.978912854848742
+2021-08-18,15.5905303666156,14.991056411175846,16.17510973796908,16.350255278687538
+2021-08-19,16.57150968918498,15.861858689362132,17.13912567067308,17.25522036061464
+2021-08-20,16.18078025146047,15.538205876428451,16.627918124158406,16.597327314510725
+2021-08-23,19.85678299548856,19.548191710749805,19.8005703685892,19.111134679852825
+2021-08-24,19.76697976300253,18.977795113796816,20.487929868118822,20.39757537636403
+2021-08-25,19.54180893627323,18.75257024558306,20.247752572010786,20.134212486643577
+2021-08-26,19.3170680697008,18.513651242204794,20.050089680846597,19.951374588270827
+2021-08-27,21.913881061164293,21.563516915960665,22.025530009547527,21.495792376960026
+2021-08-30,22.02011526583745,21.84664135003217,21.924611657516923,21.339804880681125
+2021-08-31,21.90150424763189,21.70889656775073,21.82913805038096,21.256061016222336
+2021-09-01,21.9629213006727,21.793970925066056,21.85144195192228,21.2103522767662
+2021-09-02,21.96988669923682,21.80463936536589,21.80243847457553,21.093361138277363
+2021-09-03,21.187055174660856,20.867276299246008,21.198958193977717,20.60167258940784
+2021-09-08,21.266518826139567,20.93109718087398,21.20493571456593,20.59688488186989
+2021-09-09,21.21730330212391,21.159935513557148,20.717991657594933,19.96459996468233
+2021-09-10,20.6989156483086,20.772874832817177,20.123308893409376,19.3319439478274
+2021-09-13,19.69870421608534,19.739835658436192,19.15587918263872,18.444870339958584
+2021-09-14,19.287150525224924,19.45725809444297,18.61449023431708,17.829293260276522
+2021-09-15,18.934014894515773,19.05654550400273,18.411310090141487,17.789412385843914
+2021-09-16,20.22360715984206,20.4296589885926,19.666834157454986,18.816900412295382
+2021-09-17,20.322535691150403,20.009887048117623,20.49762356358397,19.93292427300788
+2021-09-20,21.607031493463403,20.896617802079323,22.181504158446906,21.58968179906073
+2021-09-21,21.049559242377427,19.988627879624637,22.154860468025195,21.867038365737727
+2021-09-22,21.085008934817058,20.117893287281078,22.10326486019528,21.81119116787984
+2021-09-23,20.968698202919374,19.775835287118568,22.287900599938503,22.123351298884156
+2021-09-24,20.15020138002523,18.81273852077717,21.528209388934712,21.41398638589964
+2021-09-27,20.68044277159766,19.92310417759077,21.33999045381355,21.0564378541951
+2021-09-28,20.229854805059368,19.80702885590508,20.62117028308873,19.89574526126107
+2021-09-29,20.353891003613025,20.03481439454452,20.57588253690717,19.721787493968343
+2021-09-30,20.237287970561702,19.939948070405645,20.35016643486682,19.561446599993417
+2021-10-01,20.094836617793657,19.61095811464144,20.350643168698056,19.552549206787425
+2021-10-04,17.952517907841838,17.21893212674477,18.457571578266663,17.956054110450566
+2021-10-05,18.625813799703263,17.50873073277166,19.453770926544525,19.119289169579933
+2021-10-06,20.15668804334155,19.66974637792235,20.41380022430436,19.99992536974144
+2021-10-07,19.874674009109484,19.280743708025295,20.291675100802397,20.06280935755765
+2021-10-08,19.46083792627517,18.78130581556524,19.940817667080378,19.743226809169126
+2021-10-11,19.556113223500294,18.895060822077703,20.056353911487992,19.858816189761963
+2021-10-12,19.61401720470894,18.99535058093204,20.072209302660625,19.860639731368835
+2021-10-13,19.742150919018417,18.82153307236991,20.619782422841347,20.51238477488796
+2021-10-14,18.65954465931229,17.803444979974913,19.50602844770321,19.387878186959338
+2021-10-15,17.50192565488772,16.29749216919974,18.68856779139349,18.759386140804835
+2021-10-18,16.452694171410716,15.29254384773178,17.578281170584823,17.615806403191645
+2021-10-19,16.690762879040964,15.578365182491517,17.380674776696594,17.43428917748828
+2021-10-20,14.557167779976526,13.226448248873862,15.734065941447112,15.94742165215439
+2021-10-21,14.593699135208348,13.151189298589935,15.913637298241504,16.20297874593539
+2021-10-22,14.158797659388314,12.6481741250467,15.644027584031814,15.990605649162305
+2021-10-25,14.426658162319663,13.003932506470273,15.841566119934052,16.101241832164558
+2021-10-26,14.5925458271561,13.333304596267098,15.892606089168812,16.07878211081022
+2021-10-27,15.19673769290628,13.902791526028809,16.569849813680072,16.718060693903006
+2021-10-28,15.467335414119969,14.16367606454866,16.879591240313275,17.07558219524313
+2021-10-29,15.789720112268796,14.40203908281166,17.282864952103143,17.47431962826146
+2021-11-01,15.973535861189545,14.537008109552302,17.42728270544264,17.591115663386496
+2021-11-02,15.917877824772528,14.490962706707869,17.37527968736139,17.54932571480932
+2021-11-03,14.02539807195233,12.706889609564213,15.448842345929895,15.748527898067255
+2021-11-04,12.145819981059018,11.057127554752864,13.219962917970896,13.426614692756637
+2021-11-05,11.883572649560552,10.98828023462095,12.940039051108124,13.259313965298128
+2021-11-08,11.0123107477277,10.2668523560125,11.933084250829918,12.13344517553688
+2021-11-09,10.910183508026932,10.687275436415849,11.253254220358071,11.326385208548624
+2021-11-10,13.154964421816375,12.8653861822506,13.65591210289751,13.524329499393811
+2021-11-11,13.702350999976256,13.642286437275713,13.847500363898298,13.566697374074128
+2021-11-12,13.31109054833294,13.325309300097055,13.411343106456805,13.144652092359966
+2021-11-15,14.682575058135797,14.847089112586534,14.508569603888889,14.173481291617229
+2021-11-16,14.990490314219382,15.327731230555717,14.527564396140866,14.106561070285077
+2021-11-17,16.73057807470506,17.06807681949876,16.090208847863032,15.343888508039244
+2021-11-18,16.279316493059063,16.78775426183443,15.551764463892823,14.898447684309716
+2021-11-19,16.243316817694918,16.715299938193642,15.529171758733092,14.923340113992106
+2021-11-22,15.140285001978103,16.00030841018625,14.152246754440704,13.56645139915707
+2021-11-23,14.873920166990072,15.5584409422872,14.046870063508528,13.746378056886083
+2021-11-24,14.65456707836334,15.334262200095708,13.823541911739817,13.534342266169125
+2021-11-30,16.96100053334482,16.90406194415687,17.126531893645748,16.632252459855472
+2021-12-01,17.755304176346563,17.314731217616732,18.280300348968638,17.81980527930477
+2021-12-02,17.17306783094301,16.858515288172914,17.442933887683395,16.842702965735402
+2021-12-03,17.610964310855877,18.00469144078301,17.160586836409962,16.343230163686155
+2021-12-06,17.570455513798244,18.31133017468665,16.64777539819011,15.68151695063352
+2021-12-07,18.79035822480933,19.03679115205947,18.35140314942481,17.54258375557174
+2021-12-08,19.07982009689532,19.08329204563261,18.9126547044928,18.238052514998905
+2021-12-09,20.097257132826687,20.159917632582857,19.872952301319835,19.06868738757476
+2021-12-10,20.03158829695763,20.12075836138472,19.80745565234993,18.996966501354738
+2021-12-13,18.13730119002276,18.17106918353505,18.081440841260125,17.412714077483695
+2021-12-14,19.380257937010256,18.96743995703969,19.75486370977116,19.18984300197971
+2021-12-15,20.77158494803928,20.422857914597405,21.005797228251403,20.192115820999867
+2021-12-16,18.539462941474124,18.22429510617772,18.8613846780105,18.27362224852481
+2021-12-17,18.427721267534377,18.15772809677657,18.751054498789955,18.182971507902543
+2021-12-20,17.982607750355083,17.54461057934363,18.399437784523904,17.914918846352666
+2021-12-21,19.68545240716039,19.74088472221049,19.51319932959929,18.733137025756207
+2021-12-22,20.059304127565195,19.877530242585475,20.149027381982982,19.57761816159267
+2021-12-23,19.55653744229837,19.40054021758832,19.5891169282648,19.003858080361063
+2021-12-28,19.06002367806606,18.966462981517623,19.05563316468753,18.475379520605475
+2021-12-29,18.746045742729734,18.68004854301103,18.70176279366178,18.11471134276648
+2021-12-30,18.852475881818705,18.794184480222857,18.834678628223813,18.201042710331137
+2021-12-31,18.339925665112723,18.326195662198444,18.288299845128783,17.72373152765945
+2022-01-03,19.13386775164422,19.218278091200062,18.92191853454241,18.36391560591384
+2022-01-04,18.545210909734266,18.621371391894083,18.319879665736277,17.758447538884802
+2022-01-05,16.982016232242657,16.92081640761575,16.887820784274744,16.419227123190545
+2022-01-06,16.487304083090912,16.647680404791384,16.18683333096608,15.87934663459869
+2022-01-07,16.303633360319058,16.61572752948772,15.844285104676468,15.508213469675708
+2022-01-10,16.20311860404939,16.570091584809578,15.679826035449643,15.338387421148983
+2022-01-11,16.16427906961583,16.559218692300163,15.488368781126466,15.040570946706929
+2022-01-12,16.249166606604028,15.952793188700609,16.551333071516368,16.7433653991669
+2022-01-13,16.938827188109958,16.753980974552263,16.990800728426432,17.074068687001134
+2022-01-14,16.551463033188128,16.440866766703273,16.526183744822223,16.559938396437467
+2022-01-19,16.786707505872066,16.77682458033407,16.51945589885994,16.419691778321162
+2022-01-20,18.03127249645329,17.806375724599707,18.0785220261625,18.04741913422792
+2022-01-21,19.70225103552239,18.935140973926988,20.44250914880042,20.74132617332653
+2022-01-24,19.5295570869816,18.89391429854837,20.086018957269975,20.25101329050708
+2022-01-25,17.698715407639032,16.809556047606293,18.54465690690192,18.86808144359882
+2022-01-26,17.996728498367208,17.055123496739473,18.9090320621052,19.527895845448185
+2022-01-27,17.23654220887497,16.27566168283273,18.144465373174167,18.73535328823952
+2022-01-28,18.396696671490236,17.83976742299389,18.91792359083325,19.280448553368224
+2022-01-31,19.469196132432632,17.87467047792143,20.90522023603807,21.840932884876555
+2022-02-01,18.373860978481087,16.927113967227502,19.773134921963408,21.10291311130399
+2022-02-02,18.23069251260068,16.828807359052313,19.62456157006968,20.880141416198875
+2022-02-03,18.337533055541662,17.022636511195284,19.57898659430877,20.73242724804532
+2022-02-04,18.12434268738123,16.956684624550164,19.259845989067063,20.284305307466223
+2022-02-07,17.6995032379199,16.563527991856674,18.814176440949325,19.833688476121257
+2022-02-08,16.552514514149543,15.472863972392744,17.60813362738314,18.605372039116094
+2022-02-09,16.236389443072014,15.10205813956328,17.324377499017938,18.371959511196582
+2022-02-10,17.710038901869794,16.564653999678015,18.774119748867918,19.728541632814288
+2022-02-11,17.176827806494714,16.280590576478353,17.97791641435578,18.254388611164483
+2022-02-14,17.37803572807497,16.306762551715646,18.33250858028977,18.652886121206155
+2022-02-15,17.07032378297208,16.216163666003073,17.864490366089605,18.059657487154222
+2022-02-16,16.08398947133383,15.431824144786711,16.764241259151298,16.9620497389343
+2022-02-17,14.2564003989907,13.754684331993284,14.93641693992063,15.047109540993468
+2022-02-18,14.370560746573004,13.844221785515536,15.027632443343894,15.148721978794386
+2022-02-23,14.90176533519142,14.275854661866097,15.63614646449561,15.64750854084657
+2022-02-24,17.15093157796218,16.97612895328907,17.293143154779823,16.620021063499344
+2022-02-25,15.27473756907022,14.221977786866702,16.291393235786423,15.917919072112705
+2022-02-28,16.026812541924755,15.122422219827683,16.907313728265507,16.400591685548598
+2022-03-01,20.48754125712165,18.8935956727254,21.736540651330284,20.92748202729878
+2022-03-02,19.709334383898984,17.6340972968514,21.43604044252891,21.41053349565229
+2022-03-03,16.421262630355624,14.3982960233247,18.32146937249863,18.54742525510706
+2022-03-04,17.796331316734094,15.528116138618213,19.716025745270223,20.077850144076816
+2022-03-07,16.262995066564326,14.783005764660777,17.408959971857108,17.589223256346774
+2022-03-08,17.340180630502942,15.227910578549572,18.920178785722555,19.384559239811264
+2022-03-09,22.64704337310182,21.794538297648245,23.407468073464045,23.335550709393026
+2022-03-10,22.179924603248555,21.9134045471032,22.07980194110644,21.42954260826085
+2022-03-11,21.093481278562955,20.70029313507099,21.140973775259905,20.667578367954867
+2022-03-14,21.750026110730104,21.050575782029306,22.17159738039477,22.00523071207549
+2022-03-15,22.51689985105598,21.64711024735649,23.136614051106463,22.83255079212303
+2022-03-16,21.846695187922226,20.56713430079481,22.79052750924113,22.506541562256764
+2022-03-17,21.315916164273293,20.041295335521955,22.32736816975157,22.077204177557903
+2022-03-18,20.91180953087773,19.94279706860422,21.632439016351235,21.28731167465405
+2022-03-21,21.472440564008554,20.654456879860295,22.02843224060059,21.615013153498197
+2022-03-22,22.26967329187444,21.683924131803625,22.498391493361083,21.948467063637445
+2022-03-23,22.921436054416745,22.314403966337952,23.11149238131284,22.395131249188815
+2022-03-24,22.232133527131516,21.665723390687184,22.35859092357696,21.662519309241905
+2022-03-25,21.87113453579642,21.213711429620897,22.08816760835604,21.400246475304485
+2022-03-28,23.505979383634717,22.95343360124165,23.48095939660443,22.61815597903253
+2022-03-29,24.338895549724807,23.357771690177817,24.790054951662967,23.892183687579525
+2022-03-30,24.09460693041904,23.31503943126957,24.39924104305127,23.509198852080047
+2022-03-31,22.41458527924635,21.58258318472897,22.850842706843324,21.99376024606484
+2022-04-01,22.11199387030492,21.186766621315098,22.62988959291321,21.724914575228325
+2022-04-04,20.842152132471824,19.95569899486489,21.404525247709024,20.658781536913835
+2022-04-05,19.942955058134373,18.997086979728607,20.63282913434538,19.890363149489744
+2022-04-06,19.18015334213536,18.26410121211069,19.81140112558797,19.09760581445437
+2022-04-07,18.806278044055848,18.122293704539203,19.19586909019448,18.348185450065603
+2022-04-08,19.01652963635143,18.329665763065822,19.4127530400682,18.51933732838397
+2022-04-11,18.733934312642976,18.02097439107754,19.1940835798622,18.27633259720443
+2022-04-12,20.337755045452308,19.60391868704093,20.620171523490797,19.50195541858142
+2022-04-13,19.72908959360709,18.966693480520306,20.26800388799067,19.540840317316626
+2022-04-14,19.505720458854967,18.665508113034164,20.13381896973675,19.36498801437656
+2022-04-19,21.12959829326952,20.387384274944704,21.53393217814168,20.504872183222044
+2022-04-20,21.123904960989574,20.381505312387745,21.601602232100923,20.648231644179525
+2022-04-21,21.6280920329276,20.42256242980768,22.766377958112997,22.40610527093269
+2022-04-22,23.1270790231694,21.017057125715013,25.177470423653155,25.39697904539766
+2022-04-25,23.608019052427892,21.460272430830276,25.718747607608268,25.881576797238854
+2022-04-26,23.922526171028576,22.207083887899845,25.44522435330015,25.11622481523888
+2022-04-27,22.52263242890999,21.077439985028,23.84679973080315,23.478402004385156
+2022-04-28,22.03132488569568,20.539271663583257,23.428602122106977,23.09021058957547
+2022-04-29,23.423411118976137,21.7852404781023,25.11654903030606,24.94608636050988
+2022-05-02,22.472617813928544,21.080511118371344,24.009969512393734,23.979828517468924
+2022-05-03,22.400581193950806,20.900701861222355,23.981153451536027,23.98234671048945
+2022-05-04,23.27119833778777,21.666114600174776,25.004304007010496,25.172616131570557
+2022-05-05,23.06143235586365,21.517314738696296,24.86121325375846,24.8938937128578
+2022-05-06,22.774325098362777,21.29341971497766,24.48513802933562,24.54360940642824
+2022-05-09,26.22497739087975,24.20884832001516,28.38177890913772,28.699892135707533
+2022-05-10,27.12229100269994,24.357826720991973,29.821862309203716,30.286267672185524
+2022-05-11,27.36652599121141,25.539254001067054,29.520148850989106,29.693610999459125
+2022-05-12,27.41772982935931,25.92509664326342,29.225318935961177,29.0978082668435
+2022-05-13,28.996211451492428,27.36131335150494,30.8969249687459,30.825997011349383
+2022-05-16,29.075892566912515,27.501236967980034,30.90966480481941,30.71509381301697
+2022-05-17,29.639355971948422,27.776240323579128,31.79294510826844,31.90432506166645
+2022-05-18,30.645215772001176,28.649531549779727,32.913854201856125,33.11419610061734
+2022-05-19,29.952921380452903,28.08825496001056,32.09123945776959,32.17986691580781
+2022-05-20,29.635097686441053,27.815276960690596,31.679354597753857,31.678082287508357
+2022-05-23,29.834935181566618,27.72462373940853,32.21507745711568,32.36318493398165
+2022-05-24,29.12965199958625,27.321177271512216,31.21330808361314,31.19214221100692
+2022-05-25,28.871626180054676,26.82281649660037,31.069916915214453,31.08245336440388
+2022-05-26,28.70066104789449,26.672873821067476,30.94430994604297,30.971860149265733
+2022-05-27,27.13935105175716,25.45034307523913,28.98248261995276,28.83869228343831
+2022-06-01,26.996233676342413,25.291881583897176,28.860423575882223,28.71469647475297
+2022-06-02,27.76173986691113,25.57636207056408,30.12058579108241,30.222681223988825
+2022-06-03,27.899904444269435,25.627659200184617,30.32382465460821,30.34496024639076
