Burn_in,TCI,AI_NET,Electricity_NET,Coal_NET,Gas_NET,WTI_NET,Gold_NET
0,24.396180382398743,4.917204128974793,1.6967294107043436,2.8424118383349195,-3.9831644299193036,-1.849821072972685,-3.623359875122066
50,22.76169126075769,3.5864921837228496,0.6611983043802883,2.444756542382228,-2.660780095315149,-2.7706398545304167,-1.2610270806398
100,22.00305737600256,2.950456887404315,0.19240022029542758,2.619744938482454,-2.5414431335822427,-2.7065390097727606,-0.5146199028271932
