date,frequency_band,ai_electricity,ai_coal,ai_gas,ai_wti,ai_gold,electricity_coal,electricity_gas,electricity_wti,electricity_gold,coal_gas,coal_wti,coal_gold,gas_wti,gas_gold,wti_gold
2020-01-06,short_term,3.9361076376429605,3.820390103673482,2.07625055652568,4.43942087922464,9.846965494621362,0.8748113271377589,1.1317594991756859,1.9465169803527103,-0.03258105541778869,0.35219352838101736,0.25258931559338504,8.764241868980143,-5.6507917143371165,5.380410030327795,27.06410622873185
2020-01-06,medium_term,3.145634911892686,3.860181912537322,6.362218662837998,4.496182372228014,7.9554125695687095,1.1564308959192275,2.11455553183409,-0.05683746039659432,4.312218213573606,4.0040709263637595,2.0720694920240894,5.508648883649061,-18.62290161268782,5.831895564031953,32.35039716158861
2020-01-06,long_term,2.739367275777588,3.89070991427978,6.94829840224854,4.580401498857739,7.657128980506432,1.3663281585180016,2.039564749159174,-1.0108796747663544,4.922206720847675,4.764660114872448,3.370340249503738,4.956367360625443,-20.153221063637734,5.946276012888588,33.12204027027453
2020-01-07,short_term,3.7309325101835764,3.6835798472738075,4.617765481819147,4.2200881080015575,9.297586306699541,1.4824973711970058,0.9646780509295196,2.3159140566814145,-0.25471219057132055,5.721513713892964,0.02233268033019764,7.496105239605925,2.942060360886957,9.008325827545752,22.034814498478372
2020-01-07,medium_term,1.9290351927265081,3.2768679362939506,3.190373176742775,4.278481786981287,8.147354831823577,0.8381730446052171,0.338376791206188,-2.044058627454315,3.808778673889382,-4.467323096563657,-1.3353170108229395,4.733595495228772,-5.307918369136693,7.603194832174682,28.536602394722216
2020-01-07,long_term,-0.08177466150069423,-1.0262698985164742,1.5918547834710153,-0.9307804720365964,8.697374284257917,-2.3974923734292304,-6.104549162804005,-3.516553692035819,4.995211373142837,-15.539562195271598,-2.8061833982763753,-0.05233142142109237,7.059438676638457,17.816565615401082,26.265569784135366
2020-01-08,short_term,5.31310860386213,0.020680790286009554,20.309537132025145,1.8163428842673106,27.731286945235635,1.2288666853094876,16.972989974130385,7.898613415203407,20.832686430037484,13.360567817416774,2.380429508229037,26.270995603797086,-5.378053830237922,1.133532067622998,12.653050800015494
2020-01-08,medium_term,5.372671175081464,6.986970877652484,11.149762181746222,8.638486892175374,24.83289963657867,1.0195234744130643,14.997915926376445,9.483063843088997,24.27158656077693,20.040291391945658,7.773778242778184,23.3144148590258,-16.8644978424598,-0.43884660697036393,12.411858707192398
2020-01-08,long_term,4.511190116144031,2.084233129092916,14.254025390792263,-6.190462494008973,25.40985272313941,-1.2577007596924885,14.131485721427255,6.067868169039406,25.64879522028059,19.74392487315638,-0.840228150352236,22.724023800734635,-19.58999772487178,-0.06633932776006005,12.07943965454053
2020-01-09,short_term,5.940470377094664,-1.5058623809427463,18.980237317519244,0.7694725617970632,29.241724229942314,-0.3443372893379065,16.531114511146182,5.460054028362061,22.806093851349097,14.067171055003532,5.0264126832606255,26.238240240858712,-3.648732049025921,-0.38321499478014415,10.836826798892343
2020-01-09,medium_term,5.217217722318365,2.873296161479094,18.885530244566738,5.628305775540346,24.624479716767375,0.39125018316072957,16.354778322262973,6.428830830185415,23.02161351930344,17.312406268978613,0.851081019480926,24.81259305628725,-18.1198509526384,0.09609932840122341,13.171818949108447
2020-01-09,long_term,-13.011922111378238,13.372239764032612,14.72076374775207,6.798158034953077,24.09858740581331,4.172462979753484,13.857141431841512,4.600676298907815,19.279914789457052,19.145131851128124,-11.156502452537568,25.268663924203928,-24.865092410738338,0.9159510395760564,15.931759743651233
2020-01-10,short_term,5.827367241445383,2.618402270358472,18.74547178209511,-2.651449612015461,29.700521603531175,0.3951758486251178,16.48266088152581,4.682452091327005,23.376778184629547,14.841238615875751,7.042549288765317,21.427263464432468,-4.0143255147559955,0.3681529792396967,13.010752093373634
2020-01-10,medium_term,0.7413106912742662,7.144058119018984,14.960578538469521,13.443616124385176,24.170982317998092,0.5396601646369181,16.467828225755998,6.493587304549061,24.563542294751485,18.892486839953104,3.207643214847117,21.79076305397893,-17.79565954895112,0.007542625276962117,13.499450323404938
2020-01-10,long_term,-1.7225756798070369,0.36182996949185864,13.940711490630504,3.818974507068214,25.49543278870906,2.0062515511996755,12.99269437162682,1.5678109055091753,22.537227632667424,21.730856589847143,-1.1701608113278805,21.641849174460894,-23.718188786656725,1.0362847569943732,15.252989492215733
2020-01-13,short_term,10.2524940891463,3.2526283012645987,19.477552046035772,0.1466560611020934,28.73447072235097,0.16010475870737728,13.984193444763237,4.637943835526971,17.622909111692824,14.837017188454404,1.8441514875338516,20.77711298158231,-11.51552075970809,5.146934316001672,19.5544695865974
2020-01-13,medium_term,-3.927839705939978,6.8517444135556635,16.752947042867508,6.988388415956459,23.25521543572302,2.80704424765183,15.878081474448285,7.2657009864880076,19.00550191457492,19.135445250602878,4.608104347498587,24.767963917004476,-17.390955300972745,1.355829850388122,16.510570406131503
2020-01-13,long_term,-9.113264131621722,4.458175193952346,15.367858836345164,5.912595276282481,25.05265627662291,6.142897828615023,14.804118243528524,3.1204952336094784,18.45544526137125,21.788866030697967,-1.703300252181611,24.98263444181688,-22.988690714919848,1.1805377179545968,17.151177994547343
2020-01-14,short_term,11.653331719243297,3.2567806787853537,22.614525225907585,1.0515404189136546,27.335271936529733,-0.7551305229634958,16.14719577760863,10.365875273882521,16.127863403330906,18.361449666144075,10.142614977677702,18.080688495520175,-11.902880954137853,6.195876123941566,24.998258418831735
2020-01-14,medium_term,-7.438871519299061,7.069589577723454,16.597430098167564,16.732301663727945,21.28908578073063,3.233374561352706,17.49939812845482,14.022002717445837,25.23095569684281,20.600372996161447,4.652685206914459,24.37970404554449,-12.209256423553319,6.80172905333004,7.117033523130339
2020-01-14,long_term,-5.810667698309291,4.344172059032597,14.991812542929134,-1.4969769556329604,22.866673708517222,4.681248539681285,13.196446935512196,6.822041108022709,25.0158150317424,22.526308328857766,-14.927783035489428,29.434607738299235,-24.774970956946365,7.701824374050817,-0.06847546379674455
2020-01-15,short_term,9.731974217282154,8.004015442031434,22.746681628579125,-0.11622904497119169,14.408558905713765,8.446139169339492,20.848645995370315,6.8699421373107725,6.790189317565249,19.52952514570162,9.58786118375352,10.135038158643784,-12.249485011405195,-0.00020018860864522148,35.45820508742708
2020-01-15,medium_term,-3.125428424956173,3.177642434086736,17.24068969213327,10.202752072778683,3.063839963351042,-0.010473702424929066,11.635816027345674,3.3350622579871163,0.37769405701326453,23.593373974598055,3.116606924249965,3.6712754575126905,-19.75313315791021,-0.2384366178380311,57.74195518612011
2020-01-15,long_term,-8.706988960161382,3.969229775735092,16.15925060475308,16.00669067850217,2.27546639426814,-2.820250675388332,10.690738394593653,3.1615410441406047,-0.39640030066390997,24.53856657555883,1.3869846077687542,2.7011197330314314,-21.1143226635841,-0.17097020434427074,61.34415983454262
2020-01-16,short_term,10.691627477374817,3.030434109681604,21.4595681022858,-3.4704964162957013,11.445295622934998,5.288201098866119,15.09128806425084,0.27658895122974203,11.356242359412537,21.675843305479507,12.268328193830579,8.417508950791696,-13.455854261720141,1.1879964901991287,27.750789883927546
